duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,label,attack_type,bytes_ratio,total_bytes,error_ratio,service_similarity,bytes_per_second,login_risk,conn_density
0.37,1421.0,792.0,0,0,0,4,0,1,0.0,42,36.0,0.004,0.003,0.976,0.052,196,140,0,normal,0.557,2213.0,0.0035,0.924,5964.9596,0.0,0.2132
5.51,1835.0,1601.0,0,0,0,0,1,1,0.0,37,31.0,0.005,0.021,0.81,0.068,164,229,0,normal,0.872,3436.0,0.013,0.742,623.4803,2.0,0.2242
68.70220000000005,1244.0,8075.0,0,0,0,24,0,1,9.0,26,5.0,0.063,0.011,0.904,0.043,2,18,1,r2l_exfiltration,6.4859,9319.0,0.037,0.861,135.6414,9.0,8.6667
8.26,1252.0,1546.0,0,0,0,3,0,1,0.0,20,26.0,0.047,0.027,0.936,0.019,215,155,0,normal,1.2338,2798.0,0.037,0.917,338.6999,0.0,0.0926
8.28,1170.0,470.0,0,0,0,2,0,1,0.0,48,35.0,0.042,0.046,0.88,0.032,130,109,0,normal,0.4014,1640.0,0.044,0.848,198.0437,0.0,0.3664
5.52,947.0,841.0,0,0,0,4,0,1,0.0,2,44.0,0.01,0.044,0.998,0.058,133,195,0,normal,0.8871,1788.0,0.027,0.94,323.8544,0.0,0.0149
0.42,838.0,316.0,0,0,0,2,16,0,3.0,92,8.0,0.158,0.814,0.947,0.145,14,2,1,brute_force,0.3766,1154.0,0.486,0.802,2741.0926,35.0,6.1333
0.77,1750.0,1616.0,0,0,0,3,0,1,0.0,29,44.0,0.032,0.027,0.839,0.035,128,184,0,normal,0.9229,3366.0,0.0295,0.804,4365.7588,0.0,0.2248
1.64,1423.0,1588.0,0,0,0,4,0,1,0.0,42,42.0,0.009,0.046,0.835,0.085,154,59,0,normal,1.1152,3011.0,0.0275,0.75,1834.8568,0.0,0.271
2.84,971.0,819.0,0,0,0,2,0,1,0.0,41,29.0,0.046,0.04,0.98,0.011,146,194,0,normal,0.8426,1790.0,0.043,0.969,630.0598,0.0,0.2789
0.46,725.0,1265.0,0,0,0,4,0,1,0.0,25,6.0,0.01,0.001,0.878,0.011,251,227,0,normal,1.7424,1990.0,0.0055,0.867,4316.7028,0.0,0.0992
4.92,1475.0,928.0,0,0,0,0,0,1,0.0,6,19.0,0.016,0.024,0.987,0.081,198,187,0,normal,0.6287,2403.0,0.02,0.906,488.3154,0.0,0.0302
6.57,1432.0,851.0,0,0,0,0,1,1,0.0,25,18.0,0.012,0.017,0.81,0.029,236,213,0,normal,0.5939,2283.0,0.0145,0.781,347.4357,2.0,0.1055
4.52,1273.0,1439.0,0,0,0,1,1,1,0.0,9,15.0,0.047,0.046,0.928,0.019,129,250,0,normal,1.1295,2712.0,0.0465,0.909,599.8673,2.0,0.0692
6.17,474.0,433.0,0,0,0,8,4,0,2.0,45,2.0,0.004,0.715,0.952,0.261,9,14,1,brute_force,0.9116,907.0,0.3595,0.691,146.9778,10.0,4.5
0.21,726.0,1514.0,0,0,0,1,0,1,0.0,33,42.0,0.009,0.045,0.868,0.015,102,53,0,normal,2.0825,2240.0,0.027,0.853,10616.1137,0.0,0.3204
18.57,1238.0,1407.0,0,0,0,4,0,1,0.0,8,7.0,0.026,0.013,0.915,0.021,181,98,0,normal,1.1356,2645.0,0.0195,0.894,142.4264,0.0,0.044
62.87,1110.0,11488.120000000003,0,0,0,12,0,1,11.0,24,3.0,0.006,0.091,0.775,0.111,2,3,1,r2l_exfiltration,10.3403,12598.120000000003,0.0485,0.664,200.3805,11.0,8.0
2.93,1874.0,933.0,0,0,0,0,0,1,0.0,15,18.0,0.017,0.011,0.898,0.053,246,245,0,normal,0.4976,2807.0,0.014,0.845,957.6936,0.0,0.0607
5.96,1174.0,1172.0,0,0,0,2,0,1,0.0,4,15.0,0.047,0.028,0.96,0.061,194,234,0,normal,0.9974,2346.0,0.0375,0.899,393.5581,0.0,0.0205
10.52,1079.0,764.0,0,0,0,4,0,1,0.0,46,32.0,0.031,0.01,0.818,0.029,105,251,0,normal,0.7074,1843.0,0.0205,0.789,175.1735,0.0,0.434
13.48,1247.0,740.0,0,0,0,4,0,1,0.0,29,8.0,0.008,0.027,0.929,0.05,247,121,0,normal,0.5929,1987.0,0.0175,0.879,147.3926,0.0,0.1169
3.9,1701.0,726.0,0,0,0,3,0,1,0.0,40,42.0,0.013,0.011,0.877,0.018,122,166,0,normal,0.4266,2427.0,0.012,0.859,622.1482,0.0,0.3252
19.86,1450.0,1337.0,0,0,0,3,0,1,0.0,44,17.0,0.034,0.024,0.931,0.028,176,167,0,normal,0.9214,2787.0,0.029,0.903,140.3253,0.0,0.2486
2.54,450.0,1854.0,0,0,0,0,0,1,0.0,41,8.0,0.015,0.049,0.806,0.068,103,181,0,normal,4.1109,2304.0,0.032,0.738,906.7296,0.0,0.3942
13.05,1924.0,1159.0,0,0,0,1,0,1,0.0,32,24.0,0.042,0.042,0.93,0.068,150,63,0,normal,0.6021,3083.0,0.042,0.862,236.2271,0.0,0.2119
0.5,2098.0,1641.0,0,0,0,3,0,1,0.0,33,22.0,0.002,0.05,0.927,0.046,104,53,0,normal,0.7818,3739.0,0.026,0.881,7463.0739,0.0,0.3143
4.23,2160.0,1478.0,0,0,0,1,0,1,0.0,47,10.0,0.033,0.05,0.876,0.025,125,67,0,normal,0.6839,3638.0,0.0415,0.851,859.844,0.0,0.373
10.87,1580.0,1919.0,0,0,0,4,0,1,0.0,35,42.0,0.046,0.017,0.821,0.038,227,244,0,normal,1.2138,3499.0,0.0315,0.783,321.8655,0.0,0.1535
2.74,1134.0,1281.0,0,0,0,0,0,1,0.0,9,18.0,0.031,0.041,0.934,0.027,233,209,0,normal,1.1286,2415.0,0.036,0.907,881.0653,0.0,0.0385
3.78,1441.0,1489.0,0,0,0,3,0,1,0.0,16,49.0,0.009,0.008,0.973,0.056,150,103,0,normal,1.0326,2930.0,0.0085,0.917,774.9273,0.0,0.106
4.38,1335.0,1344.0,0,0,0,3,0,1,0.0,30,38.0,0.006,0.049,0.923,0.051,234,187,0,normal,1.006,2679.0,0.0275,0.872,611.5042,0.0,0.1277
16.51,1805.0,1372.0,0,0,0,1,0,1,0.0,3,5.0,0.04,0.018,0.837,0.034,239,92,0,normal,0.7597,3177.0,0.029,0.803,192.4172,0.0,0.0125
16.41,1038.0,949.0,0,0,0,2,0,1,0.0,25,10.0,0.05,0.02,0.842,0.015,207,138,0,normal,0.9134,1987.0,0.035,0.827,121.0773,0.0,0.1202
3.1,1715.0,1592.0,0,0,0,3,0,1,0.0,24,46.0,0.034,0.027,0.826,0.076,119,194,0,normal,0.9277,3307.0,0.0305,0.75,1066.4302,0.0,0.2
1.64,458.0,1303.0,0,0,0,2,0,1,0.0,19,10.0,0.002,0.023,0.855,0.086,146,64,0,normal,2.8388,1761.0,0.0125,0.769,1073.1261,0.0,0.1293
17.46,1860.0,755.0,0,0,0,3,0,1,0.0,6,12.0,0.042,0.05,0.948,0.078,176,158,0,normal,0.4057,2615.0,0.046,0.87,149.7623,0.0,0.0339
2.15,1061.0,2202.0,0,0,0,3,0,1,0.0,3,30.0,0.038,0.015,0.877,0.04,122,197,0,normal,2.0734,3263.0,0.0265,0.837,1516.9689,0.0,0.0244
35.05,1117.0,11488.120000000003,0,0,0,21,0,1,1.0,7,2.0,0.017,0.041,0.96,0.025,13,2,1,r2l_exfiltration,10.2756,12605.120000000003,0.029,0.935,359.6223,1.0,0.5
2.49,1687.0,1373.0,0,0,0,1,0,1,0.0,38,9.0,0.022,0.017,0.869,0.063,251,208,0,normal,0.8134,3060.0,0.0195,0.806,1228.4223,0.0,0.1508
1.5,1667.0,1500.0,0,0,0,0,0,1,0.0,4,22.0,0.035,0.043,0.805,0.021,147,101,0,normal,0.8993,3167.0,0.039,0.784,2109.9267,0.0,0.027
52.87,914.0,9641.0,0,0,0,9,1,1,8.0,7,6.0,0.085,0.012,0.605,0.192,9,17,1,r2l_exfiltration,10.5366,10555.0,0.0485,0.413,199.6369,10.0,0.7
0.1,186.0,151.0,0,0,0,0,0,0,0.0,407,15.0,0.25,0.527,0.035,0.9540100000000001,86,18,1,probe,0.8075,337.0,0.3885,-0.919,3336.6337,0.0,4.6782
1.67,487.0,462.0,0,0,0,6,7,0,2.0,87,9.0,0.104,0.71,0.866,0.037,42,6,1,brute_force,0.9467,949.0,0.407,0.829,567.9234,16.0,2.0233
2.03,971.0,1324.0,0,0,0,4,0,1,0.0,9,47.0,0.007,0.024,0.932,0.059,116,82,0,normal,1.3621,2295.0,0.0155,0.873,1129.9852,0.0,0.0769
0.73,1261.0,1138.0,0,0,0,4,0,1,0.0,13,46.0,0.015,0.027,0.849,0.092,122,226,0,normal,0.9017,2399.0,0.021,0.757,3281.8057,0.0,0.1057
2.46,1883.0,1327.0,0,0,0,4,0,1,0.0,31,21.0,0.013,0.016,0.93,0.092,178,89,0,normal,0.7044,3210.0,0.0145,0.838,1304.3478,0.0,0.1732
2.33,1208.0,1031.0,0,0,0,4,0,1,0.0,8,19.0,0.032,0.021,0.88,0.04,231,144,0,normal,0.8528,2239.0,0.0265,0.84,960.532,0.0,0.0345
8.21,1392.0,1476.0,0,0,0,2,0,1,0.0,25,2.0,0.013,0.046,0.823,0.004,196,223,0,normal,1.0596,2868.0,0.0295,0.819,349.2875,0.0,0.1269
3.12,1933.0,1623.0,0,0,0,4,0,1,0.0,37,6.0,0.011,0.023,0.817,0.037,177,82,0,normal,0.8392,3556.0,0.017,0.78,1139.3784,0.0,0.2079
6.41,1458.0,747.0,0,0,0,1,0,1,0.0,1,47.0,0.035,0.005,0.996,0.071,124,225,0,normal,0.512,2205.0,0.02,0.925,343.9401,0.0,0.008
0.76,1100.0,1066.0,0,0,0,4,0,1,0.0,36,47.0,0.002,0.004,0.852,0.057,197,201,0,normal,0.9682,2166.0,0.003,0.795,2846.2549,0.0,0.1818
3.34,1258.0,1202.0,0,0,0,3,0,1,0.0,12,9.0,0.018,0.033,0.85,0.074,183,59,0,normal,0.9547,2460.0,0.0255,0.776,736.3065,0.0,0.0652
65.06,761.0,11488.120000000003,0,0,0,11,0,1,14.0,27,8.0,0.08,0.029,0.734,0.008,3,18,1,r2l_exfiltration,15.0763,12249.120000000003,0.0545,0.726,188.2713,14.0,6.75
2.35,1303.0,980.0,0,0,0,1,0,1,0.0,47,41.0,0.019,0.002,0.942,0.088,147,145,0,normal,0.7515,2283.0,0.0105,0.854,971.0761,0.0,0.3176
7.08,1149.0,1396.0,0,0,0,3,0,1,0.0,9,6.0,0.031,0.048,0.816,0.072,193,176,0,normal,1.2139,2545.0,0.0395,0.744,359.4125,0.0,0.0464
0.17,1574.0,1248.0,0,0,0,1,0,1,0.0,45,6.0,0.043,0.039,0.978,0.097,155,108,0,normal,0.7924,2822.0,0.041,0.881,16502.924,0.0,0.2885
3.28,1673.0,856.0,0,0,0,1,0,1,0.0,23,22.0,0.001,0.033,0.861,0.05,153,192,0,normal,0.5114,2529.0,0.017,0.811,770.8016,0.0,0.1494
7.74,1482.0,1309.0,0,0,0,3,0,1,0.0,46,23.0,0.018,0.047,0.888,0.076,145,235,0,normal,0.8827,2791.0,0.0325,0.812,360.5477,0.0,0.3151
5.07,2258.0,1188.0,0,0,0,3,0,1,0.0,14,25.0,0.026,0.031,0.872,0.056,240,245,0,normal,0.5259,3446.0,0.0285,0.816,679.5504,0.0,0.0581
0.7,730.0,341.0,0,0,0,6,8,0,0.0,36,6.0,0.031,0.864,0.952,0.044,20,13,1,brute_force,0.4665,1071.0,0.4475,0.908,1527.8174,16.0,1.7143
2.65,1615.0,603.0,0,0,0,4,0,1,0.0,8,38.0,0.032,0.009,0.818,0.039,230,226,0,normal,0.3731,2218.0,0.0205,0.779,836.6654,0.0,0.0346
0.54,1482.0,1027.0,0,0,0,0,0,1,0.0,27,11.0,0.041,0.004,0.973,0.06,166,108,0,normal,0.6925,2509.0,0.0225,0.913,4637.7079,0.0,0.1617
0.57,1241.0,1335.0,0,0,0,3,0,1,0.0,23,28.0,0.036,0.032,0.967,0.06,144,243,0,normal,1.0749,2576.0,0.034,0.907,4511.3835,0.0,0.1586
2.29,1573.0,1957.0,0,0,0,4,0,1,0.0,30,7.0,0.015,0.008,0.997,0.026,216,114,0,normal,1.2433,3530.0,0.0115,0.971,1540.8119,0.0,0.1382
0.8,1580.0,1079.0,0,0,0,0,0,1,0.0,22,11.0,0.001,0.024,0.87,0.035,207,123,0,normal,0.6825,2659.0,0.0125,0.835,3319.6005,0.0,0.1058
7.23,1231.0,1247.0,0,0,0,1,0,1,0.0,27,44.0,0.025,0.03,0.939,0.057,109,56,0,normal,1.0122,2478.0,0.0275,0.882,342.6912,0.0,0.2455
2.59,1284.0,1099.0,0,0,0,0,0,1,0.0,40,19.0,0.025,0.013,0.884,0.097,159,164,0,normal,0.8553,2383.0,0.019,0.787,919.7221,0.0,0.25
12.71,2218.0,989.0,0,0,0,1,0,1,0.0,7,33.0,0.008,0.034,0.94,0.089,239,97,0,normal,0.4457,3207.0,0.021,0.851,252.3012,0.0,0.0292
1.3,1238.0,1014.0,0,0,0,0,0,1,0.0,1,26.0,0.03,0.047,0.829,0.09,128,93,0,normal,0.8184,2252.0,0.0385,0.739,1730.9762,0.0,0.0078
4.1,2129.0,964.0,0,0,0,3,0,1,0.0,48,46.0,0.043,0.037,0.858,0.048,206,80,0,normal,0.4526,3093.0,0.04,0.81,754.2063,0.0,0.2319
9.9,1308.0,1218.0,0,0,0,0,0,1,0.0,23,48.0,0.04,0.026,0.911,0.012,201,117,0,normal,0.9305,2526.0,0.033,0.899,255.1257,0.0,0.1139
4.62,1084.0,1203.0,0,0,0,3,0,1,0.0,34,33.0,0.015,0.041,0.945,0.072,252,158,0,normal,1.1088,2287.0,0.028,0.873,494.9145,0.0,0.1344
9.03,2113.0,1273.0,0,0,0,1,0,1,0.0,30,19.0,0.035,0.021,0.926,0.073,149,219,0,normal,0.6022,3386.0,0.028,0.853,374.9308,0.0,0.2
1.12,1702.0,892.0,0,0,0,3,0,1,0.0,11,6.0,0.028,0.029,0.974,0.071,175,88,0,normal,0.5238,2594.0,0.0285,0.903,2314.0054,0.0,0.0625
3.34,1439.0,850.0,0,0,0,4,0,1,0.0,14,44.0,0.023,0.042,0.975,0.078,252,238,0,normal,0.5903,2289.0,0.0325,0.897,685.1242,0.0,0.0553
8.81,1159.0,1330.0,0,0,0,3,0,1,0.0,21,44.0,0.019,0.018,0.909,0.083,167,111,0,normal,1.1466,2489.0,0.0185,0.826,282.4878,0.0,0.125
4.38,688.0,1113.0,0,0,0,0,0,1,0.0,42,38.0,0.003,0.003,0.996,0.068,156,138,0,normal,1.6154,1801.0,0.003,0.928,411.0934,0.0,0.2675
0.64,1448.0,1634.0,0,0,0,3,0,1,0.0,37,45.0,0.036,0.025,0.914,0.058,148,148,0,normal,1.1277,3082.0,0.0305,0.856,4808.1123,0.0,0.2483
4.97,1504.0,1709.0,0,0,0,2,0,1,0.0,18,38.0,0.041,0.034,0.902,0.07,219,112,0,normal,1.1355,3213.0,0.0375,0.832,646.3488,0.0,0.0818
6.47,1562.0,786.0,0,0,0,2,0,1,0.0,24,41.0,0.05,0.026,0.987,0.046,118,178,0,normal,0.5029,2348.0,0.038,0.941,362.8496,0.0,0.2017
17.52,1668.0,826.0,0,0,0,2,0,1,0.0,9,41.0,0.032,0.004,0.829,0.036,106,177,0,normal,0.4949,2494.0,0.018,0.793,142.3435,0.0,0.0841
4.83,1781.0,1473.0,0,0,0,3,0,1,0.0,45,9.0,0.023,0.044,0.835,0.095,161,219,0,normal,0.8266,3254.0,0.0335,0.74,673.5665,0.0,0.2778
2.31,1941.0,1002.0,0,0,0,1,1,1,0.0,33,9.0,0.007,0.03,0.838,0.063,114,204,0,normal,0.516,2943.0,0.0185,0.775,1273.4747,2.0,0.287
3.23,1143.0,1010.0,0,0,0,4,0,1,0.0,25,14.0,0.037,0.003,0.847,0.061,154,231,0,normal,0.8829,2153.0,0.02,0.786,666.3572,0.0,0.1613
1.74,1321.0,474.0,0,0,0,3,0,1,0.0,8,4.0,0.036,0.026,0.891,0.03,210,160,0,normal,0.3585,1795.0,0.031,0.861,1031.0167,0.0,0.0379
0.31,9674.120000000003,0.0,0,1,0,1,0,0,0.0,424,372.0,0.836,0.002,0.938,0.034,3,8,1,dos,0.0,9674.120000000003,0.419,0.904,31106.4952,0.0,106.0
9.0,849.0,890.0,0,0,0,0,0,1,0.0,18,8.0,0.041,0.039,0.95,0.078,147,158,0,normal,1.0471,1739.0,0.04,0.872,193.2008,0.0,0.1216
8.22,1113.0,953.0,0,0,0,2,0,1,0.0,40,46.0,0.047,0.006,0.903,0.01,227,246,0,normal,0.8555,2066.0,0.0265,0.893,251.3076,0.0,0.1754
0.96,823.0,1614.0,0,0,0,0,0,1,0.0,21,3.0,0.011,0.028,0.826,0.007,199,74,0,normal,1.9587,2437.0,0.0195,0.819,2535.9001,0.0,0.105
0.63,1380.0,1284.0,0,0,0,2,0,1,0.0,39,19.0,0.049,0.029,0.894,0.006,145,245,0,normal,0.9298,2664.0,0.039,0.888,4221.87,0.0,0.2671
0.02,1080.0,599.0,0,0,0,2,0,1,0.0,26,29.0,0.025,0.034,0.947,0.057,129,107,0,normal,0.5541,1679.0,0.0295,0.89,79952.381,0.0,0.2
0.06,1308.0,1430.0,0,0,0,1,0,1,0.0,33,1.0,0.046,0.033,0.969,0.023,176,165,0,normal,1.0924,2738.0,0.0395,0.946,44885.2459,0.0,0.1864
3.33,1264.0,1283.0,0,0,0,4,0,1,0.0,6,45.0,0.027,0.044,0.865,0.001,251,70,0,normal,1.0142,2547.0,0.0355,0.864,764.6352,0.0,0.0238
0.08,151.0,137.0,0,0,0,2,0,0,0.0,471,4.0,0.291,0.539,0.146,0.835,228,27,1,probe,0.9013,288.0,0.415,-0.689,3555.5556,0.0,2.0568
0.35,1304.0,1090.0,0,0,0,4,0,1,0.0,47,42.0,0.04,0.047,0.849,0.085,153,142,0,normal,0.8352,2394.0,0.0435,0.764,6820.5128,0.0,0.3052
1.02,1240.0,1352.0,0,0,0,4,0,1,0.0,28,13.0,0.041,0.013,0.981,0.059,158,51,0,normal,1.0894,2592.0,0.027,0.922,2538.6876,0.0,0.1761
1.04,1828.0,775.0,0,0,0,0,0,1,0.0,23,49.0,0.043,0.033,0.833,0.026,231,70,0,normal,0.4237,2603.0,0.038,0.807,2500.4803,0.0,0.0991
2.83,913.0,1615.0,0,0,0,2,0,1,0.0,42,5.0,0.042,0.011,0.882,0.039,127,196,0,normal,1.767,2528.0,0.0265,0.843,892.9707,0.0,0.3281
0.83,994.0,564.0,0,0,0,0,1,1,0.0,30,6.0,0.004,0.05,0.825,0.014,224,103,0,normal,0.5668,1558.0,0.027,0.811,1874.8496,2.0,0.1333
13.34,1596.0,721.0,0,0,0,1,0,1,0.0,46,43.0,0.033,0.033,0.998,0.062,154,149,0,normal,0.4515,2317.0,0.033,0.936,173.6751,0.0,0.2968
1.04,1720.0,1065.0,0,0,0,0,0,1,0.0,4,18.0,0.029,0.022,0.874,0.05,123,225,0,normal,0.6188,2785.0,0.0255,0.824,2675.3122,0.0,0.0323
2.32,1651.0,1093.0,0,0,0,0,0,1,0.0,27,15.0,0.041,0.035,0.99,0.049,108,207,0,normal,0.6616,2744.0,0.038,0.941,1182.249,0.0,0.2477
0.48,1174.0,1578.0,0,0,0,3,0,1,0.0,5,3.0,0.019,0.037,0.836,0.078,189,232,0,normal,1.343,2752.0,0.028,0.758,5721.4137,0.0,0.0263
57.89,1394.0,8014.0,0,0,0,23,0,1,15.010000000000218,12,10.0,0.081,0.028,0.978,0.027,18,11,1,r2l_exfiltration,5.7448,9408.0,0.0545,0.951,162.5123,15.010000000000218,0.6316
2.29,612.0,1507.0,0,0,0,2,0,1,0.0,34,37.0,0.012,0.017,0.861,0.052,213,239,0,normal,2.4584,2119.0,0.0145,0.809,924.9236,0.0,0.1589
4.25,1483.0,1190.0,0,0,0,4,0,1,0.0,3,35.0,0.049,0.002,0.983,0.093,143,89,0,normal,0.8019,2673.0,0.0255,0.89,628.7932,0.0,0.0208
1.64,1831.0,1712.0,0,0,0,1,0,1,0.0,34,36.0,0.045,0.011,0.898,0.052,192,129,0,normal,0.9345,3543.0,0.028,0.846,2159.0494,0.0,0.1762
17.22,1461.0,1426.0,0,0,0,3,0,1,0.0,2,21.0,0.009,0.015,0.916,0.09,203,198,0,normal,0.9754,2887.0,0.012,0.826,167.6442,0.0,0.0098
1.33,1026.0,1555.0,0,0,0,4,0,1,0.0,9,26.0,0.015,0.008,0.988,0.057,103,99,0,normal,1.5141,2581.0,0.0115,0.931,1939.1435,0.0,0.0865
1.65,7087.0,0.0,0,0,0,1,0,0,0.0,353,439.0100000000002,0.908,0.086,0.957,0.04,7,1,1,dos,0.0,7087.0,0.497,0.917,4292.55,0.0,44.125
34.03,1378.0,1046.0,0,0,0,3,0,1,0.0,34,31.0,0.008,0.039,0.974,0.01,199,98,0,normal,0.7585,2424.0,0.0235,0.964,71.2292,0.0,0.17
3.36,1401.0,1452.0,0,0,0,2,0,1,0.0,37,39.0,0.049,0.025,0.955,0.066,159,84,0,normal,1.0357,2853.0,0.037,0.889,848.8545,0.0,0.2312
22.13,1935.0,854.0,0,0,0,1,1,1,0.0,41,29.0,0.049,0.002,0.929,0.026,251,161,0,normal,0.4411,2789.0,0.0255,0.903,126.0223,2.0,0.1627
4.68,1930.0,1056.0,0,0,0,4,0,1,0.0,39,19.0,0.019,0.024,0.925,0.075,221,149,0,normal,0.5469,2986.0,0.0215,0.85,637.8979,0.0,0.1757
7.8,862.0,1465.0,0,0,0,3,0,1,0.0,27,32.0,0.037,0.025,0.996,0.072,233,224,0,normal,1.6976,2327.0,0.031,0.924,298.2951,0.0,0.1154
2.58,1537.0,1193.0,0,0,0,3,1,1,0.0,38,25.0,0.001,0.034,0.863,0.039,218,252,0,normal,0.7757,2730.0,0.0175,0.824,1057.7296,2.0,0.1735
1.66,2667.0,1400.0,0,0,0,3,0,1,0.0,44,17.0,0.043,0.016,0.88,0.02,120,112,0,normal,0.5247,4067.0,0.0295,0.86,2448.525,0.0,0.3636
0.42,1542.0,776.0,0,0,0,0,0,1,0.0,25,5.0,0.009,0.008,0.908,0.05,133,104,0,normal,0.5029,2318.0,0.0085,0.858,5505.9382,0.0,0.1866
2.49,986.0,1645.0,0,0,0,4,1,1,0.0,39,32.0,0.029,0.03,0.962,0.082,133,233,0,normal,1.6667,2631.0,0.0295,0.88,1056.2023,2.0,0.291
3.43,1549.0,603.0,0,0,0,1,0,1,0.0,1,16.0,0.022,0.036,0.982,0.013,192,53,0,normal,0.389,2152.0,0.029,0.969,627.2224,0.0,0.0052
4.54,1135.0,998.0,0,0,0,4,0,1,0.0,44,26.0,0.042,0.046,0.928,0.092,109,148,0,normal,0.8785,2133.0,0.044,0.836,469.7203,0.0,0.4
2.54,1518.0,1463.0,0,0,0,1,0,1,0.0,46,21.0,0.038,0.024,0.984,0.074,179,224,0,normal,0.9631,2981.0,0.031,0.91,1173.1602,0.0,0.2556
0.06,199.0,79.0,0,0,0,2,0,0,0.0,247,2.0,0.289,0.82,0.083,0.835,116,28,1,probe,0.395,278.0,0.5545,-0.752,4557.377,0.0,2.1111
5.83,892.0,1579.0,0,0,0,1,0,1,0.0,7,11.0,0.027,0.005,0.933,0.084,234,199,0,normal,1.7682,2471.0,0.016,0.849,423.7695,0.0,0.0298
1.1,625.0,468.0,0,0,0,1,3,0,4.0,37,6.0,0.076,0.592,0.541,0.117,47,14,1,brute_force,0.7476,1093.0,0.334,0.424,992.7339,10.0,0.7708
2.13,1714.0,1140.0,0,0,0,1,0,1,0.0,21,1.0,0.043,0.046,0.88,0.052,210,191,0,normal,0.6647,2854.0,0.0445,0.828,1339.2773,0.0,0.0995
3.0,493.0,372.0,0,0,0,7,16,0,1.0,97,3.0,0.153,0.67,0.853,0.041,24,2,1,brute_force,0.753,865.0,0.4115,0.812,288.2373,33.0,3.88
0.08,9674.120000000003,0.0,0,0,0,0,0,0,0.0,285,379.0,0.961,0.034,0.933,0.049,4,8,1,dos,0.0,9674.120000000003,0.4975,0.884,119433.5802,0.0,57.0
15.8,1902.0,1202.0,0,0,0,0,0,1,0.0,12,18.0,0.014,0.024,0.939,0.077,156,103,0,normal,0.6316,3104.0,0.019,0.862,196.4433,0.0,0.0764
2.5,1774.0,1539.0,0,0,0,1,0,1,0.0,35,11.0,0.031,0.048,0.988,0.015,155,167,0,normal,0.867,3313.0,0.0395,0.973,1324.6701,0.0,0.2244
5.67,1330.0,1708.0,0,0,0,1,0,1,0.0,22,7.0,0.001,0.001,0.894,0.047,123,157,0,normal,1.2832,3038.0,0.001,0.847,535.708,0.0,0.1774
3.82,1701.0,1846.0,0,0,0,0,0,1,0.0,34,27.0,0.012,0.01,0.868,0.024,223,221,0,normal,1.0846,3547.0,0.011,0.844,928.291,0.0,0.1518
6.92,1590.0,1180.0,0,0,0,1,0,1,0.0,26,11.0,0.026,0.013,0.898,0.01,135,197,0,normal,0.7417,2770.0,0.0195,0.888,400.2312,0.0,0.1912
1.97,1923.0,974.0,0,0,0,1,1,1,0.0,35,32.0,0.008,0.014,0.818,0.027,117,91,0,normal,0.5062,2897.0,0.011,0.791,1469.8123,2.0,0.2966
1.4,1777.0,1272.0,0,0,0,4,0,1,0.0,12,6.0,0.025,0.019,0.94,0.058,169,108,0,normal,0.7154,3049.0,0.022,0.882,2176.3026,0.0,0.0706
2.36,1474.0,906.0,0,0,0,4,0,1,0.0,3,18.0,0.047,0.009,0.817,0.02,193,59,0,normal,0.6142,2380.0,0.028,0.797,1008.0474,0.0,0.0155
2.48,1806.0,1426.0,0,0,0,2,0,1,0.0,43,17.0,0.02,0.024,0.824,0.003,243,73,0,normal,0.7892,3232.0,0.022,0.821,1302.7005,0.0,0.1762
5.2,2008.0,1311.0,0,0,0,2,0,1,0.0,44,42.0,0.048,0.032,0.854,0.017,173,215,0,normal,0.6526,3319.0,0.04,0.837,638.1465,0.0,0.2529
6.04,2033.0,1032.0,0,0,0,0,0,1,0.0,11,21.0,0.045,0.047,0.816,0.072,145,157,0,normal,0.5074,3065.0,0.046,0.744,507.3663,0.0,0.0753
6.11,1306.0,1291.0,0,0,0,2,0,1,0.0,10,17.0,0.007,0.037,0.967,0.03,187,239,0,normal,0.9878,2597.0,0.022,0.937,424.9714,0.0,0.0532
0.03,1367.0,1576.0,0,0,0,2,0,1,0.0,20,27.0,0.037,0.038,0.985,0.077,227,204,0,normal,1.152,2943.0,0.0375,0.908,94935.4839,0.0,0.0877
6.6,1698.0,1026.0,0,0,0,0,0,1,0.0,21,38.0,0.005,0.03,0.968,0.058,251,239,0,normal,0.6039,2724.0,0.0175,0.91,412.6647,0.0,0.0833
10.36,1503.0,629.0,0,0,0,3,0,1,0.0,47,6.0,0.014,0.014,0.996,0.011,158,170,0,normal,0.4182,2132.0,0.014,0.985,205.7716,0.0,0.2956
55.53,796.0,8282.0,0,0,0,14,0,1,4.0,28,2.0,0.005,0.076,0.966,0.062,3,9,1,r2l_exfiltration,10.3915,9078.0,0.0405,0.904,163.4763,4.0,7.0
9.68,1657.0,1229.0,0,0,0,0,0,1,0.0,44,43.0,0.027,0.008,0.956,0.048,196,50,0,normal,0.7413,2886.0,0.0175,0.908,298.1097,0.0,0.2234
1.5,1510.0,1279.0,0,0,0,2,0,1,0.0,38,27.0,0.002,0.01,0.84,0.03,132,79,0,normal,0.8465,2789.0,0.006,0.81,1858.0946,0.0,0.2857
