duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,label,attack_type
4.23,2160,1478,0,0,0,1,0,1,0,47,10,0.033,0.05,0.876,0.025,125,67,0,normal
10.87,1580,1919,0,0,0,4,0,1,0,35,42,0.046,0.017,0.821,0.038,227,244,0,normal
2.74,1134,1281,0,0,0,0,0,1,0,9,18,0.031,0.041,0.934,0.027,233,209,0,normal
3.78,1441,1489,0,0,0,3,0,1,0,16,49,0.009,0.008,0.973,0.056,150,103,0,normal
4.38,1335,1344,0,0,0,3,0,1,0,30,38,0.006,0.049,0.923,0.051,234,187,0,normal
16.51,1805,1372,0,0,0,1,0,1,0,3,5,0.04,0.018,0.837,0.034,239,92,0,normal
16.41,1038,949,0,0,0,2,0,1,0,25,10,0.05,0.02,0.842,0.015,207,138,0,normal
3.1,1715,1592,0,0,0,3,0,1,0,24,46,0.034,0.027,0.826,0.076,119,194,0,normal
1.64,458,1303,0,0,0,2,0,1,0,19,10,0.002,0.023,0.855,0.086,146,64,0,normal
17.46,1860,755,0,0,0,3,0,1,0,6,12,0.042,0.05,0.948,0.078,176,158,0,normal
2.15,1061,2202,0,0,0,3,0,1,0,3,30,0.038,0.015,0.877,0.04,122,197,0,normal
35.05,1117,13618,0,0,0,21,0,1,1,7,2,0.017,0.041,0.96,0.025,13,2,1,r2l_exfiltration
2.49,1687,1373,0,0,0,1,0,1,0,38,9,0.022,0.017,0.869,0.063,251,208,0,normal
1.5,1667,1500,0,0,0,0,0,1,0,4,22,0.035,0.043,0.805,0.021,147,101,0,normal
52.87,914,9641,0,0,0,9,1,1,8,7,6,0.085,0.012,0.605,0.192,9,17,1,r2l_exfiltration
0.1,186,151,0,0,0,0,0,0,0,407,15,0.25,0.527,0.006,0.966,86,18,1,probe
1.67,487,462,0,0,0,6,7,0,2,87,9,0.104,0.71,0.866,0.037,42,6,1,brute_force
2.03,971,1324,0,0,0,4,0,1,0,9,47,0.007,0.024,0.932,0.059,116,82,0,normal
0.73,1261,1138,0,0,0,4,0,1,0,13,46,0.015,0.027,0.849,0.092,122,226,0,normal
2.46,1883,1327,0,0,0,4,0,1,0,31,21,0.013,0.016,0.93,0.092,178,89,0,normal
2.33,1208,1031,0,0,0,4,0,1,0,8,19,0.032,0.021,0.88,0.04,231,144,0,normal
8.21,1392,1476,0,0,0,2,0,1,0,25,2,0.013,0.046,0.823,0.004,196,223,0,normal
3.12,1933,1623,0,0,0,4,0,1,0,37,6,0.011,0.023,0.817,0.037,177,82,0,normal
6.41,1458,747,0,0,0,1,0,1,0,1,47,0.035,0.005,0.996,0.071,124,225,0,normal
0.76,1100,1066,0,0,0,4,0,1,0,36,47,0.002,0.004,0.852,0.057,197,201,0,normal
3.34,1258,1202,0,0,0,3,0,1,0,12,9,0.018,0.033,0.85,0.074,183,59,0,normal
65.06,761,12368,0,0,0,11,0,1,14,27,8,0.08,0.029,0.734,0.008,3,18,1,r2l_exfiltration
2.35,1303,980,0,0,0,1,0,1,0,47,41,0.019,0.002,0.942,0.088,147,145,0,normal
7.08,1149,1396,0,0,0,3,0,1,0,9,6,0.031,0.048,0.816,0.072,193,176,0,normal
0.17,1574,1248,0,0,0,1,0,1,0,45,6,0.043,0.039,0.978,0.097,155,108,0,normal
3.28,1673,856,0,0,0,1,0,1,0,23,22,0.001,0.033,0.861,0.05,153,192,0,normal
7.74,1482,1309,0,0,0,3,0,1,0,46,23,0.018,0.047,0.888,0.076,145,235,0,normal
5.07,2258,1188,0,0,0,3,0,1,0,14,25,0.026,0.031,0.872,0.056,240,245,0,normal
0.7,730,341,0,0,0,6,8,0,0,36,6,0.031,0.864,0.952,0.044,20,13,1,brute_force
2.65,1615,603,0,0,0,4,0,1,0,8,38,0.032,0.009,0.818,0.039,230,226,0,normal
0.54,1482,1027,0,0,0,0,0,1,0,27,11,0.041,0.004,0.973,0.06,166,108,0,normal
0.57,1241,1335,0,0,0,3,0,1,0,23,28,0.036,0.032,0.967,0.06,144,243,0,normal
2.29,1573,1957,0,0,0,4,0,1,0,30,7,0.015,0.008,0.997,0.026,216,114,0,normal
0.8,1580,1079,0,0,0,0,0,1,0,22,11,0.001,0.024,0.87,0.035,207,123,0,normal
7.23,1231,1247,0,0,0,1,0,1,0,27,44,0.025,0.03,0.939,0.057,109,56,0,normal
2.59,1284,1099,0,0,0,0,0,1,0,40,19,0.025,0.013,0.884,0.097,159,164,0,normal
12.71,2218,989,0,0,0,1,0,1,0,7,33,0.008,0.034,0.94,0.089,239,97,0,normal
1.3,1238,1014,0,0,0,0,0,1,0,1,26,0.03,0.047,0.829,0.09,128,93,0,normal
4.1,2129,964,0,0,0,3,0,1,0,48,46,0.043,0.037,0.858,0.048,206,80,0,normal
9.9,1308,1218,0,0,0,0,0,1,0,23,48,0.04,0.026,0.911,0.012,201,117,0,normal
4.62,1084,1203,0,0,0,3,0,1,0,34,33,0.015,0.041,0.945,0.072,252,158,0,normal
9.03,2113,1273,0,0,0,1,0,1,0,30,19,0.035,0.021,0.926,0.073,149,219,0,normal
1.12,1702,892,0,0,0,3,0,1,0,11,6,0.028,0.029,0.974,0.071,175,88,0,normal
3.34,1439,850,0,0,0,4,0,1,0,14,44,0.023,0.042,0.975,0.078,253,238,0,normal
8.81,1159,1330,0,0,0,3,0,1,0,21,44,0.019,0.018,0.909,0.083,167,111,0,normal
4.38,688,1113,0,0,0,0,0,1,0,42,38,0.003,0.003,0.996,0.068,156,138,0,normal
0.64,1448,1634,0,0,0,3,0,1,0,37,45,0.036,0.025,0.914,0.058,148,148,0,normal
4.97,1504,1709,0,0,0,2,0,1,0,18,38,0.041,0.034,0.902,0.07,219,112,0,normal
6.47,1562,786,0,0,0,2,0,1,0,24,41,0.05,0.026,0.987,0.046,118,178,0,normal
17.52,1668,826,0,0,0,2,0,1,0,9,41,0.032,0.004,0.829,0.036,106,177,0,normal
4.83,1781,1473,0,0,0,3,0,1,0,45,9,0.023,0.044,0.835,0.095,161,219,0,normal
2.31,1941,1002,0,0,0,1,1,1,0,33,9,0.007,0.03,0.838,0.063,114,204,0,normal
3.23,1143,1010,0,0,0,4,0,1,0,25,14,0.037,0.003,0.847,0.061,154,231,0,normal
1.74,1321,474,0,0,0,3,0,1,0,8,4,0.036,0.026,0.891,0.03,210,160,0,normal
0.31,11413,0,0,1,0,1,0,0,0,424,372,0.836,0.002,0.938,0.034,3,8,1,dos
9.0,849,890,0,0,0,0,0,1,0,18,8,0.041,0.039,0.95,0.078,147,158,0,normal
8.22,1113,953,0,0,0,2,0,1,0,40,46,0.047,0.006,0.903,0.01,227,246,0,normal
0.96,823,1614,0,0,0,0,0,1,0,21,3,0.011,0.028,0.826,0.007,199,74,0,normal
0.63,1380,1284,0,0,0,2,0,1,0,39,19,0.049,0.029,0.894,0.006,145,245,0,normal
0.02,1080,599,0,0,0,2,0,1,0,26,29,0.025,0.034,0.947,0.057,129,107,0,normal
0.06,1308,1430,0,0,0,1,0,1,0,33,1,0.046,0.033,0.969,0.023,176,165,0,normal
3.33,1264,1283,0,0,0,4,0,1,0,6,45,0.027,0.044,0.865,0.0,251,70,0,normal
0.08,151,137,0,0,0,2,0,0,0,471,4,0.291,0.539,0.146,0.835,228,27,1,probe
0.35,1304,1090,0,0,0,4,0,1,0,47,42,0.04,0.047,0.849,0.085,153,142,0,normal
1.02,1240,1352,0,0,0,4,0,1,0,28,13,0.041,0.013,0.981,0.059,158,51,0,normal
1.04,1828,775,0,0,0,0,0,1,0,23,49,0.043,0.033,0.833,0.026,231,70,0,normal
2.83,913,1615,0,0,0,2,0,1,0,42,5,0.042,0.011,0.882,0.039,127,196,0,normal
0.83,994,564,0,0,0,0,1,1,0,30,6,0.004,0.05,0.825,0.014,224,103,0,normal
13.34,1596,721,0,0,0,1,0,1,0,46,43,0.033,0.033,0.998,0.062,154,149,0,normal
1.04,1720,1065,0,0,0,0,0,1,0,4,18,0.029,0.022,0.874,0.05,123,225,0,normal
2.32,1651,1093,0,0,0,0,0,1,0,27,15,0.041,0.035,0.99,0.049,108,207,0,normal
0.48,1174,1578,0,0,0,3,0,1,0,5,3,0.019,0.037,0.836,0.078,189,232,0,normal
57.89,1394,8014,0,0,0,23,0,1,16,12,10,0.081,0.028,0.978,0.027,18,11,1,r2l_exfiltration
2.29,612,1507,0,0,0,2,0,1,0,34,37,0.012,0.017,0.861,0.052,213,239,0,normal
4.25,1483,1190,0,0,0,4,0,1,0,3,35,0.049,0.002,0.983,0.093,143,89,0,normal
1.64,1831,1712,0,0,0,1,0,1,0,34,36,0.045,0.011,0.898,0.052,192,129,0,normal
17.22,1461,1426,0,0,0,3,0,1,0,2,21,0.009,0.015,0.916,0.09,203,198,0,normal
1.33,1026,1555,0,0,0,4,0,1,0,9,26,0.015,0.008,0.988,0.057,103,99,0,normal
1.65,7087,0,0,0,0,1,0,0,0,353,497,0.908,0.086,0.957,0.04,7,1,1,dos
34.03,1378,1046,0,0,0,3,0,1,0,34,31,0.008,0.039,0.974,0.01,199,98,0,normal
3.36,1401,1452,0,0,0,2,0,1,0,37,39,0.049,0.025,0.955,0.066,159,84,0,normal
22.13,1935,854,0,0,0,1,1,1,0,41,29,0.049,0.002,0.929,0.026,251,161,0,normal
4.68,1930,1056,0,0,0,4,0,1,0,39,19,0.019,0.024,0.925,0.075,221,149,0,normal
7.8,862,1465,0,0,0,3,0,1,0,27,32,0.037,0.025,0.996,0.072,233,224,0,normal
2.58,1537,1193,0,0,0,3,1,1,0,38,25,0.001,0.034,0.863,0.039,218,252,0,normal
1.66,2667,1400,0,0,0,3,0,1,0,44,17,0.043,0.016,0.88,0.02,120,112,0,normal
0.42,1542,776,0,0,0,0,0,1,0,25,5,0.009,0.008,0.908,0.05,133,104,0,normal
2.49,986,1645,0,0,0,4,1,1,0,39,32,0.029,0.03,0.962,0.082,133,233,0,normal
3.43,1549,603,0,0,0,1,0,1,0,1,16,0.022,0.036,0.982,0.013,192,53,0,normal
4.54,1135,998,0,0,0,4,0,1,0,44,26,0.042,0.046,0.928,0.092,109,148,0,normal
2.54,1518,1463,0,0,0,1,0,1,0,46,21,0.038,0.024,0.984,0.074,179,224,0,normal
0.06,199,79,0,0,0,2,0,0,0,247,2,0.289,0.82,0.083,0.835,116,28,1,probe
5.83,892,1579,0,0,0,1,0,1,0,7,11,0.027,0.005,0.933,0.084,234,199,0,normal
1.1,625,468,0,0,0,1,3,0,4,37,6,0.076,0.592,0.541,0.117,47,14,1,brute_force
2.13,1714,1140,0,0,0,1,0,1,0,21,1,0.043,0.046,0.88,0.052,210,191,0,normal
3.0,493,372,0,0,0,7,16,0,1,97,3,0.153,0.67,0.853,0.041,24,2,1,brute_force
0.08,10170,0,0,0,0,0,0,0,0,285,379,0.961,0.034,0.933,0.049,4,8,1,dos
15.8,1902,1202,0,0,0,0,0,1,0,12,18,0.014,0.024,0.939,0.077,156,103,0,normal
2.5,1774,1539,0,0,0,1,0,1,0,35,11,0.031,0.048,0.988,0.015,155,167,0,normal
5.67,1330,1708,0,0,0,1,0,1,0,22,7,0.0,0.0,0.894,0.047,123,157,0,normal
3.82,1701,1846,0,0,0,0,0,1,0,34,27,0.012,0.01,0.868,0.024,223,221,0,normal
6.92,1590,1180,0,0,0,1,0,1,0,26,11,0.026,0.013,0.898,0.01,135,197,0,normal
1.97,1923,974,0,0,0,1,1,1,0,35,32,0.008,0.014,0.818,0.027,117,91,0,normal
1.4,1777,1272,0,0,0,4,0,1,0,12,6,0.025,0.019,0.94,0.058,169,108,0,normal
2.36,1474,906,0,0,0,4,0,1,0,3,18,0.047,0.009,0.817,0.02,193,59,0,normal
2.48,1806,1426,0,0,0,2,0,1,0,43,17,0.02,0.024,0.824,0.003,243,73,0,normal
5.2,2008,1311,0,0,0,2,0,1,0,44,42,0.048,0.032,0.854,0.017,173,215,0,normal
6.04,2033,1032,0,0,0,0,0,1,0,11,21,0.045,0.047,0.816,0.072,145,157,0,normal
6.11,1306,1291,0,0,0,2,0,1,0,10,17,0.007,0.037,0.967,0.03,187,239,0,normal
0.03,1367,1576,0,0,0,2,0,1,0,20,27,0.037,0.038,0.985,0.077,227,204,0,normal
6.6,1698,1026,0,0,0,0,0,1,0,21,38,0.005,0.03,0.968,0.058,251,239,0,normal
10.36,1503,629,0,0,0,3,0,1,0,47,6,0.014,0.014,0.996,0.011,158,170,0,normal
55.53,796,8282,0,0,0,14,0,1,4,28,2,0.005,0.076,0.966,0.062,3,9,1,r2l_exfiltration
9.68,1657,1229,0,0,0,0,0,1,0,44,43,0.027,0.008,0.956,0.048,196,50,0,normal
1.5,1510,1279,0,0,0,2,0,1,0,38,27,0.002,0.01,0.84,0.03,132,79,0,normal
0.33,7332,0,0,0,1,1,0,0,0,279,439,0.869,0.012,0.907,0.006,9,9,1,dos
4.49,1637,1650,0,0,0,1,0,1,0,10,7,0.027,0.016,0.877,0.088,141,163,0,normal
1.95,965,898,0,0,0,3,0,1,0,23,25,0.029,0.031,0.977,0.022,112,106,0,normal
3.63,1388,1293,0,0,0,1,0,1,0,40,17,0.042,0.042,0.925,0.094,153,102,0,normal
8.76,2116,1479,0,0,0,4,0,1,0,23,32,0.046,0.045,0.803,0.002,246,219,0,normal
1.84,915,1178,0,0,0,4,0,1,0,39,39,0.016,0.002,0.926,0.095,209,71,0,normal
6.58,1705,997,0,0,0,4,0,1,0,12,15,0.033,0.042,0.841,0.053,163,191,0,normal
0.08,281,122,0,0,0,1,0,0,0,253,19,0.258,0.668,0.02,0.872,126,8,1,probe
3.81,1560,1095,0,0,0,4,0,1,0,9,16,0.013,0.033,0.936,0.063,175,103,0,normal
9.35,1489,1113,0,0,0,3,0,1,0,36,25,0.027,0.021,0.902,0.093,176,96,0,normal
0.7,1449,1673,0,0,0,2,1,1,0,7,29,0.016,0.004,0.809,0.03,206,67,0,normal
1.6,1289,1399,0,0,0,4,0,1,0,3,27,0.006,0.015,0.932,0.1,162,137,0,normal
1.97,826,1364,0,0,0,2,0,1,0,13,48,0.034,0.049,0.867,0.081,209,75,0,normal
0.06,147,104,0,0,0,1,0,0,0,310,16,0.192,0.77,0.156,0.984,5,26,1,probe
4.57,1979,1660,0,0,0,3,0,1,0,45,38,0.015,0.041,0.802,0.086,109,133,0,normal
1.03,1114,1259,0,0,0,3,0,1,0,23,13,0.031,0.045,0.916,0.074,140,83,0,normal
1.09,2207,1006,0,0,0,2,0,1,0,2,28,0.016,0.004,0.85,0.066,124,57,0,normal
2.28,1515,1764,0,0,0,1,0,1,0,1,14,0.02,0.019,0.996,0.09,215,176,0,normal
3.48,1460,876,0,0,0,1,0,1,0,40,4,0.021,0.04,0.893,0.063,155,144,0,normal
11.05,1585,1915,0,0,0,0,0,1,0,46,8,0.007,0.005,0.943,0.098,240,236,0,normal
5.96,529,1231,0,0,0,3,0,1,0,2,44,0.026,0.014,0.903,0.086,115,159,0,normal
2.63,926,1329,0,0,0,3,0,1,0,36,17,0.02,0.043,0.977,0.086,188,138,0,normal
0.75,503,250,0,0,0,4,12,0,2,42,4,0.139,0.742,0.987,0.022,43,2,1,brute_force
1.44,1381,1811,0,0,0,0,0,1,0,30,15,0.027,0.003,0.859,0.077,211,202,0,normal
5.06,623,331,0,0,0,0,4,0,1,63,6,0.162,0.96,0.519,0.035,49,18,1,brute_force
0.27,8279,0,0,0,0,0,0,0,0,486,421,0.978,0.078,0.947,0.007,7,6,1,dos
1.85,1129,1042,0,0,0,0,0,1,0,23,34,0.044,0.039,0.84,0.094,165,115,0,normal
1.75,1527,1369,0,0,0,2,0,1,0,9,43,0.015,0.007,0.967,0.05,144,91,0,normal
0.04,8410,0,0,3,1,0,0,0,0,316,236,0.864,0.026,0.964,0.018,8,7,1,dos
3.27,2242,1719,0,0,0,1,0,1,0,34,47,0.02,0.026,0.976,0.032,148,249,0,normal
5.03,1579,694,0,0,0,4,0,1,0,17,4,0.028,0.027,0.895,0.084,151,224,0,normal
0.77,508,349,0,0,0,7,18,0,4,76,5,0.115,0.946,0.915,0.009,38,15,1,brute_force
2.06,1617,1420,0,0,0,1,0,1,0,34,10,0.013,0.042,0.805,0.045,173,51,0,normal
6.46,502,1224,0,0,0,3,0,1,0,8,30,0.008,0.013,0.922,0.095,117,203,0,normal
3.74,1838,1367,0,0,0,1,0,1,0,46,49,0.003,0.037,0.904,0.062,242,239,0,normal
29.84,714,14138,0,0,0,16,0,1,8,24,14,0.053,0.096,0.586,0.052,17,17,1,r2l_exfiltration
4.18,1147,1507,0,0,0,2,0,1,0,36,20,0.036,0.011,0.988,0.01,219,240,0,normal
5.59,1262,1242,0,0,0,0,0,1,0,17,30,0.004,0.008,0.815,0.064,171,100,0,normal
14.66,1723,788,0,0,0,4,0,1,0,2,20,0.009,0.048,0.998,0.009,213,61,0,normal
13.09,1303,1263,0,0,0,1,0,1,0,40,28,0.034,0.033,0.948,0.079,105,180,0,normal
1.18,1141,1262,0,0,0,2,0,1,0,9,6,0.003,0.044,0.874,0.09,143,98,0,normal
6.9,1008,843,0,0,0,4,0,1,0,44,9,0.037,0.031,0.813,0.016,128,193,0,normal
1.58,1926,1207,0,0,0,2,0,1,0,21,35,0.005,0.048,0.839,0.026,236,123,0,normal
7.33,1343,1159,0,0,0,3,0,1,0,18,35,0.046,0.002,0.919,0.028,127,176,0,normal
1.35,1664,1047,0,0,0,3,0,1,0,4,16,0.045,0.02,0.969,0.043,155,64,0,normal
0.81,7449,0,0,0,0,0,0,0,0,375,385,0.814,0.077,0.932,0.037,5,6,1,dos
1.1,990,795,0,0,0,0,0,1,0,37,29,0.048,0.002,0.96,0.047,164,236,0,normal
3.96,1513,1116,0,0,0,2,0,1,0,22,47,0.044,0.008,0.804,0.044,109,231,0,normal
13.82,1178,1439,0,0,0,3,0,1,0,40,4,0.045,0.023,0.879,0.07,141,144,0,normal
4.74,1554,363,0,0,0,2,0,1,0,47,19,0.008,0.049,0.993,0.007,218,75,0,normal
0.09,1003,672,0,0,0,2,0,1,0,3,7,0.013,0.042,0.843,0.02,141,61,0,normal
16.54,1450,840,0,0,0,0,1,1,0,23,25,0.002,0.026,0.818,0.071,138,177,0,normal
76.43,812,12412,0,0,0,26,0,1,3,11,6,0.06,0.085,0.968,0.12,6,13,1,r2l_exfiltration
5.14,1446,1205,0,0,0,0,0,1,0,21,9,0.028,0.023,0.882,0.006,218,234,0,normal
8.09,1037,1066,0,0,0,2,0,1,0,15,43,0.04,0.008,0.987,0.085,170,215,0,normal
1.44,670,1164,0,0,0,1,0,1,0,2,33,0.04,0.003,0.983,0.006,173,101,0,normal
0.01,101,80,0,0,0,2,0,0,0,446,7,0.109,0.586,0.087,0.973,155,11,1,probe
14.93,1558,1200,0,0,0,1,0,1,0,43,6,0.019,0.04,0.986,0.088,204,128,0,normal
2.42,11065,0,0,1,0,0,0,0,0,309,222,0.896,0.075,0.91,0.025,8,3,1,dos
0.0,228,92,0,0,0,0,0,0,0,325,15,0.265,0.459,0.103,0.911,62,19,1,probe
0.02,186,98,0,0,0,0,0,0,0,361,13,0.168,0.655,0.02,0.763,128,13,1,probe
5.12,1469,1364,0,0,0,4,0,1,0,1,24,0.016,0.03,0.909,0.069,254,53,0,normal
7.07,1878,875,0,0,0,2,0,1,0,33,38,0.035,0.02,0.96,0.094,248,116,0,normal
0.1,1263,1525,0,0,0,2,0,1,0,49,46,0.012,0.024,0.877,0.011,193,125,0,normal
4.81,1363,1191,0,0,0,0,0,1,0,47,15,0.048,0.041,0.902,0.017,238,136,0,normal
3.02,1464,1542,0,0,0,4,0,1,0,15,48,0.033,0.038,0.853,0.018,227,219,0,normal
0.7,7743,0,0,0,1,1,0,0,0,383,281,0.843,0.084,0.946,0.032,1,8,1,dos
6.69,1701,1095,0,0,0,3,0,1,0,5,44,0.012,0.017,0.924,0.054,211,233,0,normal
0.51,1792,1420,0,0,0,1,0,1,0,4,38,0.001,0.035,0.825,0.007,177,147,0,normal
0.73,1159,1281,0,0,0,0,0,1,0,6,10,0.043,0.016,0.96,0.061,204,209,0,normal
6.06,1396,1331,0,0,0,2,0,1,0,19,43,0.003,0.012,0.835,0.005,200,152,0,normal
1.74,2053,790,0,0,0,3,0,1,0,6,14,0.05,0.017,0.932,0.077,142,152,0,normal
1.45,1145,976,0,0,0,0,0,1,0,4,26,0.012,0.027,0.956,0.035,139,162,0,normal
10.73,1644,1493,0,0,0,4,0,1,0,42,16,0.022,0.038,0.862,0.027,237,194,0,normal
0.61,1348,1048,0,0,0,0,0,1,0,4,2,0.014,0.044,0.97,0.004,251,161,0,normal
6.49,2112,1102,0,0,0,0,0,1,0,20,43,0.043,0.05,0.902,0.014,121,144,0,normal
0.27,1507,984,0,0,0,2,1,1,0,7,17,0.008,0.016,0.942,0.098,153,133,0,normal
0.63,1386,1723,0,0,0,0,0,1,0,27,44,0.016,0.008,0.904,0.017,104,161,0,normal
9.1,1398,1598,0,0,0,0,0,1,0,9,2,0.031,0.027,0.878,0.088,252,77,0,normal
10.54,882,735,0,0,0,4,0,1,0,13,48,0.02,0.04,0.888,0.087,143,162,0,normal
0.35,2452,807,0,0,0,3,0,1,0,24,29,0.028,0.016,0.819,0.003,176,95,0,normal
0.82,7852,0,1,0,0,0,0,0,0,421,348,0.96,0.024,0.979,0.013,5,9,1,dos
3.39,1672,1792,0,0,0,1,0,1,0,22,23,0.016,0.004,0.975,0.043,196,185,0,normal
11.22,2535,1647,0,0,0,2,0,1,0,33,30,0.003,0.014,0.979,0.028,119,71,0,normal
3.61,2032,1440,0,0,0,4,0,1,0,34,19,0.02,0.05,0.984,0.025,190,205,0,normal
5.76,1289,1612,0,0,0,4,0,1,0,17,43,0.015,0.03,0.809,0.06,192,144,0,normal
1.96,534,359,0,0,0,8,10,0,4,88,3,0.099,0.507,0.718,0.055,36,13,1,brute_force
2.25,1511,1973,0,0,0,1,0,1,0,28,2,0.047,0.026,0.872,0.052,170,208,0,normal
3.14,998,1530,0,0,0,1,0,1,0,46,45,0.015,0.003,0.939,0.078,228,211,0,normal
0.34,1298,761,0,0,0,2,0,1,0,12,13,0.046,0.03,0.903,0.049,158,147,0,normal
23.09,1041,13117,0,0,0,9,0,1,15,27,2,0.051,0.015,0.96,0.163,6,6,1,r2l_exfiltration
8.4,1208,1249,0,0,0,3,0,1,0,45,23,0.042,0.048,0.863,0.029,199,229,0,normal
9.79,2056,869,0,0,0,3,0,1,0,34,49,0.005,0.027,0.921,0.037,162,175,0,normal
0.04,169,69,0,0,0,0,0,0,0,154,14,0.02,0.965,0.176,0.716,215,21,1,probe
0.63,1480,942,0,0,0,4,0,1,0,7,3,0.027,0.0,0.984,0.091,145,91,0,normal
8.46,1443,1601,0,0,0,3,0,1,0,11,10,0.021,0.015,0.928,0.074,241,213,0,normal
1.48,1220,1490,0,0,0,0,0,1,0,31,3,0.034,0.006,0.859,0.016,189,171,0,normal
0.22,1254,1960,0,0,0,4,0,1,0,19,21,0.03,0.044,0.931,0.028,131,90,0,normal
0.06,9550,0,1,0,0,0,0,0,0,328,395,0.922,0.014,0.987,0.047,4,2,1,dos
1.56,1893,1091,0,0,0,1,0,1,0,10,15,0.009,0.04,0.818,0.056,127,252,0,normal
0.36,2380,1109,0,0,0,1,0,1,0,17,45,0.035,0.036,0.944,0.09,126,53,0,normal
6.96,622,1223,0,0,0,1,0,1,0,41,47,0.036,0.04,0.974,0.083,155,157,0,normal
0.37,1458,1230,0,0,0,3,0,1,0,8,19,0.03,0.024,0.88,0.082,228,228,0,normal
1.14,1696,1499,0,0,0,2,0,1,0,24,6,0.049,0.01,0.868,0.072,137,197,0,normal
9.74,1880,1094,0,0,0,3,0,1,0,20,19,0.037,0.021,0.993,0.015,250,69,0,normal
0.04,204,102,0,0,0,1,0,0,0,110,14,0.188,0.922,0.106,0.851,104,8,1,probe
4.3,1264,1606,0,0,0,2,0,1,0,23,46,0.018,0.025,0.934,0.09,240,205,0,normal
1.57,11849,0,0,0,0,1,0,0,0,332,217,0.883,0.045,0.9,0.028,2,8,1,dos
0.18,8385,0,1,1,0,1,0,0,0,396,309,0.881,0.048,0.943,0.019,9,3,1,dos
1.05,1741,837,0,0,0,3,0,1,0,48,39,0.048,0.008,0.898,0.048,167,236,0,normal
2.21,1932,1528,0,0,0,1,0,1,0,5,23,0.02,0.043,0.989,0.046,200,54,0,normal
8.67,1509,1286,0,0,0,0,0,1,0,8,37,0.005,0.021,0.923,0.071,173,83,0,normal
3.6,218,536,0,0,0,5,11,0,0,35,2,0.092,0.639,0.981,0.057,13,12,1,brute_force
2.07,4625,0,0,1,2,0,0,0,0,287,430,0.997,0.099,0.976,0.021,9,4,1,dos
0.9,1328,1027,0,0,0,3,0,1,0,35,10,0.028,0.01,0.965,0.072,137,218,0,normal
10.0,1605,1390,0,0,0,1,0,1,0,17,42,0.043,0.023,0.921,0.009,143,243,0,normal
0.55,578,262,0,0,0,2,9,0,0,83,4,0.15,0.547,0.893,0.126,16,1,1,brute_force
3.8,1503,1225,0,0,0,4,0,1,0,39,33,0.031,0.032,0.877,0.057,177,253,0,normal
1.72,1162,882,0,0,0,2,0,1,0,12,49,0.032,0.029,0.862,0.04,235,72,0,normal
5.39,1992,881,0,0,0,2,0,1,0,1,43,0.01,0.021,0.813,0.015,215,209,0,normal
0.08,156,116,0,0,0,2,0,0,0,286,14,0.049,0.733,0.039,0.868,62,29,1,probe
5.78,1322,1768,0,0,0,2,0,1,0,15,25,0.002,0.043,0.989,0.008,220,112,0,normal
14.21,1009,1684,0,0,0,4,0,1,0,36,48,0.008,0.01,0.857,0.059,169,100,0,normal
0.37,944,1567,0,0,0,0,0,1,0,40,15,0.033,0.022,0.822,0.058,221,189,0,normal
17.58,1271,558,0,0,0,2,0,1,0,33,16,0.03,0.008,0.913,0.095,192,55,0,normal
0.49,2024,1320,0,0,0,4,0,1,0,40,8,0.01,0.008,0.945,0.025,119,61,0,normal
4.9,1541,756,0,0,0,2,0,1,0,5,33,0.023,0.014,0.849,0.072,243,224,0,normal
40.11,1034,11331,0,0,0,8,0,1,10,18,2,0.096,0.024,0.928,0.114,8,10,1,r2l_exfiltration
0.65,1710,1158,0,0,0,1,0,1,0,34,24,0.028,0.032,0.988,0.05,129,237,0,normal
27.17,1523,967,0,0,0,2,0,1,0,11,32,0.019,0.038,0.817,0.068,104,180,0,normal
0.2,607,1172,0,0,0,1,0,1,0,34,8,0.044,0.019,0.991,0.093,115,179,0,normal
0.2,1460,962,0,0,0,2,0,1,0,5,14,0.009,0.026,0.867,0.086,102,135,0,normal
2.26,1507,1189,0,0,0,2,0,1,0,7,7,0.04,0.008,0.923,0.057,248,115,0,normal
8.49,1233,1178,0,0,0,2,0,1,0,25,41,0.007,0.009,0.957,0.072,253,180,0,normal
7.59,2730,1570,0,0,0,3,0,1,0,22,5,0.026,0.025,0.961,0.038,236,130,0,normal
2.39,1138,1461,0,0,0,2,0,1,0,27,24,0.049,0.013,0.93,0.032,101,204,0,normal
2.42,887,755,0,0,0,1,0,1,0,37,33,0.006,0.022,0.878,0.081,247,132,0,normal
5.22,2064,1026,0,0,0,3,0,1,0,32,24,0.032,0.038,0.826,0.091,192,247,0,normal
8.95,809,939,0,0,0,4,0,1,0,17,22,0.036,0.043,0.847,0.051,217,188,0,normal
0.0,205,139,0,0,0,0,0,0,0,470,12,0.22,0.938,0.138,0.949,183,11,1,probe
2.3,1293,563,0,0,0,1,0,1,0,43,23,0.027,0.044,0.805,0.005,151,207,0,normal
4.17,1159,1407,0,0,0,0,0,1,0,18,11,0.046,0.017,0.885,0.077,124,93,0,normal
8.76,1197,804,0,0,0,4,0,1,0,8,35,0.046,0.043,0.862,0.066,243,152,0,normal
